company,company_rating,title,uppers,downers,advice,date,author
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,"“As long as you work directly with customer, you can live with the lack of backoffice/employee support.”","Colleageaus/Clients
","
Backoffice and Employee Support, no salary increases",,"Partner in Energy & UtilitiesHouston, TX2017",VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“excellent way to become part of a highly entrepreneurial culture”,"opportunity to work with important clients
","
too much energy devoted to RFPs and the process could be much better organized and less of an after thought fire drill
","
challenging work, early high level of responsibility, opportunity to learn on the job with great people","Experienced in Human ResourcesCharlotte, NC2017",VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“Commitment to client success is strong and freedom to be entrepreneuial”,"Flexibility to create value
","
internal processes are underwhelming and battles over revenue splitting versus revenue sharing creates poor resource choices
","
You needs to be hands on, no one does things or your work for you","Partner in StrategyAtlanta, GA2017",VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,"“Hang on, this is going to be bumpy”","You never know what is going to happen next
","
You never know what is going to happen next
","
Make sure you have an honest conversation with someone who already works there","Executive in Energy & UtilitiesEdmonton, Canada2017",VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“The company leadership team has shown no interest in either taking advantage of my extensive experience or compensating me at my market value.”,"It is an ongoing source of income.
","
Compensation is well below my market value.",,"Executive in Energy & UtilitiesHouston, TX2017",VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“Good work culture”,"Many options available to choose an assignment from.
","
Does not process Green card so if you are sent to the US then you remain unsettled.",,"Experienced in IT Operations & ImplementationSyracuse, NY2017",VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“Work in Progress”,"People
","
Internal processes
","
Great opportunity for exposure and rapid development. good people. innovative and creative.",Experienced in StrategyOther2017,VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“Good Opportunities and Clients to work with”,"Diversity
","
Complicated internal system and processes
","
Excellent client projects and international opportunities","Experienced in IT StrategyAustin, TX2017",VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“Wipro under investigation for H1B visa violation”,"I get to work for large oil companies
","
Lack of opportunities
","
Get the highest salary possible.",Experienced in Energy & Utilities2017,VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“Great Work Experiences and Challenging Projects. Poor Advancement Opportunities. Poor Internal Support for Consulting Business.”,"Interesting Engagements. Hardworking teammates
","
Limited Advancement Opportunities, Poor Support Functions, Poor IT systems and applications. Tedious internal processes(travel/expenses)",,"Executive in IT Operations & ImplementationNew Orleans, LA2017",VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“Come work for us and we will keep you poorly compensated”,"the client
","
the cultrue clash",,"Experienced in Energy & UtilitiesHouston, TX2017",VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“Ok for entry level but not goodfirm to join as lateral”,"Nice team members
","
Worst HR support
","
Entry level can join but not for middle and upper management","Experienced in Financial ServicesBaltimore, MD2017",VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“Experienced in Management”,"Co workers
","
No raise in 3 years",,"San Antonio, TX2017",VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“constant turnover”,"being employed
","
really bad management and promotion practices
","
try somewhere else first","Experienced in IT StrategySaint Louis, MO2017",VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“A Ferrari engine sitting on a go-cart chassis.”,"Good people with good expertise - mainly from SAIC acquisition. We work with interesting clients on interesting problems.
","
An institutionalized culture of mediocrity as it relates to corporate functions.",,"Partner in Energy & UtilitiesHouston, TX2017",VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“Unbalanced Employee Utilization”,"
Poor training",,,Entry-level in Health Care and/or PharmaceuticalsOther2017,VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“Lots of potential but still needs momentum”,"Compensation and growth potential
","
Lack of structure
","
Treat the company like a start-up","Experienced in StrategyNewark, NJ2017",VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“Experienced in Retail & Consumer Goods”,"It was a great experience, since I've joined it after college (2008), I had the opportunity to work in many different great clients, traveled to a few different countries, got relocated to the US (originally from Brazil)
","
Neglect the Oracle Retail practice, strong culture on (bad/lack of) management and salary",,"Plano, TX2017",VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“RUN FOREST RUN”,"leaving at the end of the day
","
I can't answer this question honestly without crying in heaping sobs.
","
Dont do it.","ExperiencedHouston, TX2017",VERIFIED EMPLOYEE
"Wipro Limited
Related Internships:  Wipro Global 100 Summer Associate Program",3.5,“Good company for career growth”,"Good training and educational opportunities. Reach to global Fortune 100 clients.
","
Huge competition and politics. Indian work ethics are still not mature enough.
","
This company will give you good exposure in the IT consulting world and allow you to go through quality training. But beware of the competition and internal politics that is at play similar to all Indian It consulting organizations.",March 2016,FORMER EMPLOYEE
Wipro Limited Asia,3,“Good work culture and work ethics”,"Flexi working hours, Tele working, international opportunities
","
None
","
Good company to work for and long term career development",ExperiencedPune2019,VERIFIED EMPLOYEE
Wipro Limited Asia,3,“Exceptional”,"Knowledge sharing
","
Nothing as Such",,Midlevel in Financial ServicesPune2019,VERIFIED EMPLOYEE
Wipro Limited Asia,3,“Entry-level in Financial Services”,work life balance,,,Pune2019,VERIFIED EMPLOYEE
Wipro Limited Asia,3,“Employee centric firm”,"Leadership, Domain Expertise
","
Training
","
Rigid Policies, Secured",Midlevel in IT StrategyHyderabad2019,VERIFIED EMPLOYEE
Wipro Limited Asia,3,“Experienced in Business Operations”,"Treat how you like to be treated by others
","
NA",,Bangalore2019,VERIFIED EMPLOYEE
Wipro Limited Asia,3,“Experienced in IT Operations & Implementation”,"Learning while working
","
Have not yet seen
","
if candidate is looking for a career promising organization , Wipro would be a right choice.",2019,VERIFIED EMPLOYEE
Wipro Limited Asia,3,“its a great learning experience”,"Learning exposure
","
NA
","
NA",Midlevel in IT Operations & Implementation2019,VERIFIED EMPLOYEE
Wipro Limited Asia,3,“Midlevel in Energy & Utilities”,Team Work,,,Kolkata2019,VERIFIED EMPLOYEE
Wipro Limited Asia,3,“Be Positive..”,"Organization Name and Culture
","
NA
","
Good Culture,
Leadership
Ways of working
Opportunities to travel and learn",Partner in Energy & UtilitiesKolkata2019,VERIFIED EMPLOYEE
Wipro Limited Asia,3,“Midlevel in Business Operations”,"Leadership, Prestige, Scope
Advice to Candidates
Confident and True candidates would be admired",,"
Confident and True candidates would be admired",Other2019,VERIFIED EMPLOYEE
Wipro Limited Asia,3,"“A place with lots of opportunities for growth, learning and work-life balance”","Flexibility
","
Complexity of the organization
","
No comments",Partner in Business OperationsPune2019,VERIFIED EMPLOYEE
Wipro Limited Asia,3,“Opportunity”,Responsibility and making a difference,,,Experienced in Energy & UtilitiesMelbourne2019,VERIFIED EMPLOYEE
Wipro Limited Asia,3,“Go get it.”,"to Candidates
Look for a long term stay. Work in multiple projects, with different set of people.",,,Experienced in IT Operations & ImplementationNew Delhi2019,VERIFIED EMPLOYEE
Wipro Limited Asia,3,"“Experienced in Technology, Media & Communications”",Work/Life Balance,,,Bangalore2019,VERIFIED EMPLOYEE
Wipro Limited Asia,3,“modest”,integrity value,,,Experienced in Health Care and/or PharmaceuticalsBangalore2019,VERIFIED EMPLOYEE
Wipro Limited Asia,3,“Partner in Business Operations”,"Flexbility, Openness and Own to Deliver
","
Cost conscious, hierarchical
","
Nature of consulting opportunities and offerings sold in market place
How diverse the consulting firm in terms of geo, culture and gender.",Bangalore2019,VERIFIED EMPLOYEE
Wipro Limited Asia,3,“Good organization to start your career and to grow.”,"Type/Quality of work, possibility to grow
","
Visibility of work going around or in pipeline at different work locations",,Experienced in Financial ServicesNoida2019,VERIFIED EMPLOYEE
