,company,company_rating,title,content,author,year
133,"RSM US LLP
",4,diversity_review,['The community service we do as a firm is the best part of my job. We are extremely not-green with everyone using disposable coffee cups and getting disposable containers/cutlery from the cafeteria every day.'],Boston,['2021']
134,"RSM US LLP
",4,diversity_review,"[""It's all about a golf thingy that I don't understand or support.""]",McLean,['2021']
135,"RSM US LLP
",4,diversity_review,['Not sincere.'],Dayton,['2021']
136,"RSM US LLP
",4,diversity_review,['RSM does an amazing job at being and inclusive firm with many ENGs that help promote understanding and inclusivity.'],Orlando,['2020']
137,"RSM US LLP
",4,diversity_review,['Large campaign at RSM to drive awareness and respect for cultural diversity. CDI programs have given every office and employee an opportunity to participate or support a participant.'],Executive in Information TechnologyKansas City,['2020']
138,"RSM US LLP
",4,diversity_review,"['The firm is very active in the community, but I often question the sincerity of the initiatives, which seem to be driven more by marketing and self promotion than by philanthropic intent.']",Other2020VERIFIED EMPLOYEE,Nan
139,"RSM US LLP
",4,diversity_review,['Great culture of inclusion.'],Experienced in Audit & Assurance2020VERIFIED EMPLOYEE,Nan
140,"RSM US LLP
",4,diversity_review,"['The Charlotte office is a leader in CDI efforts, from my perspective.']",Charlotte,['2020']
141,"RSM US LLP
",4,diversity_review,"[""All three of our line of business leaders are women. Our managing partner is African American. These are only a couple of examples of the successes our office has achieved in diversity. We're still improving, but I'm happy with our direction.""]",Mid-level in Audit & AssuranceDallas,['2020']
142,"RSM US LLP
",4,diversity_review,['We have a lot more women in the office in general but there are not any women partners. We have a diverse work population as well. They also support a lot of volunteer work and giving back.'],Other2020VERIFIED EMPLOYEE,Nan
143,"RSM US LLP
",4,diversity_review,"['Huge investment in CDI (Culture, Diversity, Inclusion) and employee network groups. Opportunities to go to national conferences and many in office sessions with various focuses. Many firm planned volunteer opportunities in local schools and other organizations.']",Experienced in TaxNew York,['2020']
144,"RSM US LLP
",4,diversity_review,"['best - heavily involved in philanthropy', 'worst - could improve on green initiatives']",Mid-level in Audit & AssuranceChicago,['2020']
145,"RSM US LLP
",4,diversity_review,"['The firm goes well out of its way to make sure it promotes diversity but at a cost to other, more deserving candidates. Career development is extremely slanted towards women and minorities. We have lost good employees because they have been given lower ratings and passed up for special rotations because the firm opted to give better ratings to less deserving employees who fit specific demographics.']",2020VERIFIED EMPLOYEE,Nan
146,"RSM US LLP
",4,diversity_review,['RSM does a good job of inclusion. We have various ENG (employee network groups) and a entire program culture diversity inclusion.'],Experienced in Audit & AssuranceAustin,['2020']
147,"RSM US LLP
",4,diversity_review,"['RSM does a lot to encourage diversity and inclusion with cultural and diversity groups, of which many members of our firm belong. RSM is also constant in its philanthropic responsibilities and charitable giving.']",Experienced in TaxChicago,['2020']
148,"RSM US LLP
",4,diversity_review,"['The firm has lots of diversity. They are moving to a ""greener"" office and discourage using disposable coffee cups.']",Mid-level in Audit & AssuranceChicago,['2020']
149,"RSM US LLP
",4,diversity_review,"['Many options for CDI/employee engagement networks that operate nationally and locally. Worst is that sometimes stewardship is focused on during certain times of year where availability is hard (Fall), making it difficult sometimes to participate in larger, sponsored events.']",ExperiencedChicago,['2020']
150,"RSM US LLP
",4,diversity_review,['Best - very inclusive to minorities and respects diversity'],Entry-level in TaxDallas,['2020']
151,"RSM US LLP
",4,diversity_review,"['Best - Extremely open minded and inclusive leadership in Boston.', 'Worst - Struggle at times to recruit minorities; though I think this has to do with directly competing with the Big 4 in our recruiting efforts.']",Experienced in Audit & AssuranceBoston,['2020']
152,"RSM US LLP
",4,diversity_review,"['Best: The involvement of all culture/races/groups', 'Worst; None']",Mid-level in Audit & AssuranceChicago,['2020']
153,"RSM US LLP
",4,diversity_review,['It could have been much better.'],Other2020VERIFIED EMPLOYEE,Nan
154,"RSM US LLP
",4,diversity_review,['RSM really promotes diversity and inclusion in the work place.'],Experienced in TaxMiami,['2020']
155,"RSM US LLP
",4,diversity_review,['Firm does an excellent job promoting all of the above.'],Experienced in Audit & AssuranceDes Moines,['2020']
156,"RSM US LLP
",4,diversity_review,"[""Our firm has an extensive culture, diversity, and inclusion program. This includes 10+ employee networking groups, including all aspects mentioned above (women, racial minorities, LGBTQ+, disabilities, veterans, etc). We are a large sponsor of large diversity conferences in accounting, such as AICPA women's conference, NABA, Ascend (asian) conference, etc. The firm's corporate responsibility is fantastic. They do the Birdies Fore Love program during which employees raise money and volunteer leading up to the RSM Classic (PGA tourney sponsored by RSM). The Birdies Fore Love program benefits local charities through the Davis Love Foundation, and the firm has raised millions of dollars in the program's history. The firm also has a matching program called Dollars for Doers whereby the firm will match, up to $500/yr, volunteer hours spent by employees by making a donation to the charity the employee volunteered for. We have a volunteer day each year sponsored through the firm.""]",Denver,['2020']
157,"RSM US LLP
",4,diversity_review,"['We have over a dozen Employee Network Groups including all of the diversity aspects mentioned in the question, which help provide opportunities for people with those interests to interact and feel welcome beyond the general welcoming nature of the firm.']",Executive in TaxChicago,['2020']
